CONSOLE,YEAR,CATEGORY,PUBLISHER,RATING,CRITICS_POINTS,USER_POINTS,SalesInMillions
ps4,2016,action,Tecmo Koei,T,2.1142857142857143,0.1027027027027027,0.7467976607867612
ps2,2007,action,Ubisoft,T,2.0,0.1188405797101449,1.5568697957561923
ps3,2010,shooter,Midway Games,T,2.4347826086956523,0.331578947368421,2.088049979104066
ps2,2010,racing,Thq,T,16.5,0.67,3.111182222663263
ps,2000,racing,Sony Computer Entertainment,T,4.043478260869565,0.0666666666666666,8.05257241461633
x360,2013,shooter,Valve Software,E10+,1.4393939393939394,0.0085,2.9983515779037138
x,2010,action,Activision,T,1.96875,0.95,1.6012183061027645
ps2,2006,shooter,Midway Games,M,2.027027027027027,0.1615384615384615,2.13566080275481
psp,2009,role-playing,Sting,T,4.294117647058823,0.4388888888888889,1.0392494263276284
ps2,2006,platform,Sony Computer Entertainment,E,1.375,0.0502793296089385,2.968330275965079
pc,2015,fighting,Capcom,T,9.875,0.0477611940298507,2.063756093055976
gba,2004,racing,Nintendo,E,3.875,0.0768518518518518,4.836447381821534
x,2007,racing,Vivendi Games,E10+,4.0588235294117645,0.7090909090909091,1.7548778763455906
ps3,2010,fighting,Thq,T,2.108108108108108,0.1428571428571428,2.678810550029604
ds,2009,action,Lucasarts,E,5.222222222222222,0.131578947368421,2.296385047114829
x,2006,shooter,Thq,M,3.7,0.5272727272727272,0.7958149142268816
gba,2005,fighting,Acclaim Entertainment,E,2.1818181818181817,0.37,2.579394253820364
x,2004,platform,Sega,E,2.607142857142857,0.2235294117647058,3.7339987192018738
wii,2008,fighting,Game Factory,T,2.642857142857143,0.96,0.4796712651530501
x,2005,racing,Ubisoft,E,2.7222222222222223,1.75,2.294707854070621
wii,2010,simulation,Electronic Arts,E,1.7894736842105263,0.1285714285714286,2.0809736011979667
ds,2011,platform,Vivendi Games,E,6.333333333333333,0.6799999999999999,2.2807011676104216
xone,2018,role-playing,Thq Nordic,M,4.833333333333333,0.2466666666666666,2.2031318676554736
gba,2002,fighting,Thq,E,7.3,1.25,2.423270001870928
ps2,2006,platform,Sega,E,1.65625,0.67,2.741919221009752
x,2007,shooter,Electronic Arts,M,1.537037037037037,0.2542857142857143,2.705191588899688
ps3,2011,racing,Codemasters,E,1.5227272727272727,0.2055555555555555,2.439327726296164
ps2,2006,simulation,Konami Digital Entertainment,T,5.769230769230769,0.4238095238095238,2.2485868404924707
wii,2010,role-playing,Rising Star Games,E10+,2.323529411764706,0.2179487179487179,2.809933371300912
wiiu,2015,action,Nintendo,T,0.9382716049382716,0.0125,1.1112479315555468
ps2,2001,action,Midway Games,T,4.866666666666666,0.2766666666666666,1.0784183454901608
x360,2011,shooter,Southpeak Games,T,1.4081632653061225,0.123728813559322,1.4108962462633805
pc,2008,shooter,Electronic Arts,M,2.823529411764706,0.0062,0.7265373303704277
ps,2000,racing,Electronic Arts,E,9.125,0.6777777777777777,1.9542234285976807
psp,2009,racing,Empire Interactive,T,2.642857142857143,0.3904761904761904,2.014860142945297
pc,2011,simulation,Deep Silver,T,6.777777777777778,0.5166666666666667,1.4354416688858556
3ds,2011,misc,Namco Bandai Games,E,3.909090909090909,0.4909090909090909,1.6138136781382326
pc,2008,role-playing,Microsoft Game Studios,M,1.537037037037037,0.0176113360323886,1.662918181757279
x360,2010,misc,Warner Bros. Interactive Entertainment,E,5.5,0.4111111111111111,1.9951124040181472
ps3,2010,action,Sony Computer Entertainment,M,1.8571428571428568,0.093103448275862,1.837639409525872
ps3,2013,action,Ubisoft,E10+,2.185185185185185,0.4384615384615384,0.9539486909445692
psp,2007,puzzle,Konami Digital Entertainment,E,2.433333333333333,1.0,2.039395241238438
gba,2008,role-playing,Nintendo,E10+,2.833333333333333,0.1027777777777777,2.8996924401983875
ds,2010,role-playing,Square Enix,T,2.1142857142857143,0.5666666666666667,1.731663129634268
3ds,2012,role-playing,Nintendo,E,1.2826086956521738,0.0466666666666666,1.89740323521872
ds,2008,role-playing,Konami Digital Entertainment,E10+,3.1666666666666665,0.2,2.9547673513154065
ps3,2010,action,Ubisoft,T,1.4406779661016949,0.0296747967479674,4.010874160214605
ps2,2007,shooter,Ubisoft,M,2.7333333333333334,0.2533333333333333,0.1345726504740096
ps2,2006,fighting,Electronic Arts,M,1.8043478260869563,0.1186666666666666,1.2767342370252617
ps4,2014,platform,Sony Computer Entertainment Europe,E10+,0.6506024096385542,0.0060240963855421,0.2679376497792802
pc,2016,action,Konami Digital Entertainment,E,8.222222222222221,0.0182572614107883,2.684576272520179
ps2,2006,racing,Electronic Arts,E,4.333333333333333,0.4277777777777778,3.427042684743584
x,2005,strategy,Atari,E,7.75,0.6916666666666668,1.4180459016449518
ps2,2004,shooter,Gathering Of Developers,M,4.363636363636363,0.7166666666666667,0.2469467860975698
x360,2010,shooter,Ubisoft,M,1.0,0.0808510638297872,2.1372959655512367
x,2006,platform,Capcom,E,6.666666666666667,1.84,2.8793457382704206
pc,2012,action,Nobilis,E10+,1.6,0.0166328600405679,0.2767912694330712
wii,2009,fighting,Pqube,T,7.6,0.8111111111111111,0.7055282355608201
ps2,2006,action,Thq,T,2.7857142857142856,0.2405405405405405,2.9582746734452163
wii,2007,role-playing,Nintendo,E,1.5588235294117647,0.0632075471698113,2.8149131859038423
xone,2016,shooter,Microsoft Game Studios,M,0.8571428571428571,0.0074292452830188,2.9526139317305127
ps3,2012,adventure,Take-Two Interactive,M,1.141025641025641,0.0075712881022615,5.515896616886851
gc,2003,puzzle,Atari,E,2.5588235294117645,0.1666666666666666,2.778592730454713
x360,2012,action,Sega,T,0.95,0.2590909090909091,2.937651654293038
gba,2006,platform,Thq,E,2.6333333333333333,0.2470588235294117,3.659528391989488
pc,2008,action,Take-Two Interactive,M,1.9787234042553192,0.0047746781115879,1.1444821675100618
wii,2011,shooter,Nintendo,T,1.8958333333333333,0.0292452830188679,3.3271427846826622
psp,2005,racing,Sony Computer Entertainment,E,1.5172413793103448,0.1261538461538461,0.2568682398006917
pc,2007,shooter,Vivendi Games,M,2.259259259259259,0.0685185185185185,2.1470400653149584
ps3,2010,action,Tecmo Koei,T,2.3703703703703702,0.4866666666666666,3.031589445698816
x360,2011,action,Lucasarts,T,0.9864864864864864,0.0171794871794871,5.610169686565348
ps4,2019,action,Stainless Games,M,1.8214285714285716,0.141025641025641,0.6628236979286056
ps2,2008,role-playing,Konami Digital Entertainment,T,1.7674418604651163,0.0697247706422018,0.0237132903776992
wiiu,2014,action,Activision,E10+,10.0,0.3136363636363636,0.847087181194281
ps3,2012,misc,Sony Computer Entertainment,T,13.2,0.85,0.5287297197295192
wii,2011,adventure,Electronic Arts,E,2.7857142857142856,0.3071428571428571,3.2933967373628943
xone,2017,action,Warner Bros. Interactive Entertainment,E10+,3.8333333333333335,0.1408163265306122,0.7291685126484216
x360,2009,shooter,Bethesda Softworks,M,0.8484848484848485,0.04375,1.678985993669866
3ds,2017,role-playing,Nintendo,T,1.1571428571428573,0.0685185185185185,3.206137452609409
wii,2013,shooter,Activision,M,4.375,0.0040723981900452,3.13434634510854
gba,2005,fighting,Marvelous Interactive,T,8.0,0.91,2.6979502205303554
ps2,2003,sports,Electronic Arts,E,4.375,0.925,4.175977110359068
x360,2008,racing,Thq,E,3.9,0.6636363636363636,2.554063415719921
ds,2011,simulation,Majesco Entertainment,E,4.428571428571429,0.4909090909090909,0.4283793356627343
x360,2010,role-playing,Atari,T,1.1791044776119404,0.030943396226415,2.7831540953108207
pc,2016,action,Warner Bros. Interactive Entertainment,M,1.875,0.0060582822085889,1.2115538976995102
wii,2010,fighting,Thq,T,4.538461538461538,0.3277777777777778,0.4146284418751484
psp,2009,adventure,Capcom,T,3.263157894736842,0.911111111111111,2.520590246585872
x,2004,action,Thq,T,3.761904761904762,0.8272727272727273,2.6416810605750403
ps3,2012,shooter,Capcom,M,2.176470588235294,0.0041252864782276,1.7360099426114637
ds,2009,adventure,Ubisoft,E,1.7857142857142858,0.2642857142857143,1.85638192678284
gc,2002,sports,Electronic Arts,E,9.0,1.6,1.7861553941808137
x,2005,action,Ubisoft,M,1.8478260869565215,0.3,0.3038389513383968
ps2,2008,misc,Thq,E,8.571428571428571,0.7285714285714285,0.5995085626747187
ps4,2015,action,Warner Bros. Interactive Entertainment,M,1.2758620689655171,0.006076923076923,1.6117541236850297
ps2,2005,platform,Sega,E,2.206896551724138,0.0829787234042553,5.205425583461338
xone,2014,shooter,Activision,M,11.142857142857142,0.0061253561253561,3.9602619955720986
ps2,2005,racing,Electronic Arts,E,4.578947368421052,0.53125,2.3398758994611897
x,2007,shooter,Microsoft Game Studios,M,2.4054054054054053,0.2176470588235294,0.6080826687556332
ps4,2015,simulation,Kalypso Media,T,4.470588235294118,0.0639639639639639,0.6414470045148413
x360,2015,shooter,Activision,M,2.5172413793103448,0.0012275731822474,13.163657255867571
ps3,2011,action,Sega,M,1.6111111111111112,0.021629213483146,2.0013494522496407
wiiu,2015,action,Capcom,M,4.2105263157894735,0.0503355704697986,0.4665376095166203
psp,2008,puzzle,D3Publisher,E,3.8947368421052633,1.3,2.086461720920913
gc,2003,misc,Infogrames,E,2.8846153846153846,0.2146341463414634,2.844226091973093
gba,2007,adventure,Nintendo,E,1.78,0.0681818181818181,1.235897116042584
x360,2013,racing,Sega,E,0.903846153846154,0.0214285714285714,3.2830634482904437
ps3,2012,shooter,Bethesda Softworks,M,2.189189189189189,0.0175141242937853,1.9247133702230823
x,2006,racing,Electronic Arts,T,2.59375,0.303448275862069,3.783929341662849
wii,2007,sports,Activision,T,7.125,0.3263157894736842,0.390912838836706
x,2004,role-playing,Microsoft Game Studios,M,0.96,0.1714285714285714,1.4360838331504122
psp,2009,action,Ubisoft,M,3.7777777777777777,0.4111111111111111,1.5135020516465718
ps4,2019,strategy,Take-Two Interactive,T,3.142857142857143,0.0595419847328244,0.8372282190564146
xone,2015,shooter,Electronic Arts,M,2.6296296296296298,0.0170568561872909,3.0940860254068285
ps3,2009,shooter,Sony Computer Entertainment,M,1.1012658227848102,0.0032275132275132,5.069572174012012
pc,2011,adventure,City Interactive,E10+,5.166666666666667,0.4666666666666666,2.729018968280505
pc,2012,role-playing,Deep Silver,M,1.3529411764705883,0.0074270557029177,0.9497830477776922
ps2,2003,simulation,Tecmo Koei,T,3.941176470588236,0.3869565217391305,2.9668580188345546
x360,2008,misc,Microsoft Game Studios,E,2.619047619047619,0.2476190476190476,2.9641017583802927
ps2,2007,sports,Electronic Arts,E,3.0,0.46,2.2933730796856238
pc,2009,strategy,505 Games,M,3.636363636363636,0.0591240875912408,0.9666194929928285
x360,2014,sports,Electronic Arts,E,4.277777777777778,0.0783783783783783,3.1469363604813685
pc,2013,sports,Sega,E,3.695652173913044,0.1063291139240506,1.5945436792503775
ps2,2004,sports,Play It,E,3.4285714285714284,1.7,0.8906974280074409
ps2,2002,platform,3Do,E,2.9444444444444446,1.1166666666666667,2.238396033658419
gc,2006,adventure,Thq,E10+,6.0,1.625,2.4208598948988103
3ds,2018,puzzle,Nintendo,E,4.666666666666667,0.15625,2.591390095788836
pc,2005,role-playing,Activision,T,1.631578947368421,0.0033196907685311,8.563102644643346
x360,2012,action,Electronic Arts,T,0.711864406779661,0.2136363636363636,1.0285331129316575
psp,2010,strategy,Sony Computer Entertainment,E,3.185185185185185,0.246875,0.2966463492915742
ps2,2004,shooter,Electronic Arts,M,3.263157894736842,1.1857142857142855,2.79940704738757
ps3,2011,racing,Codemasters,T,1.380952380952381,0.0863157894736842,3.772433701827599
ps2,2005,action,Electronic Arts,T,2.5625,0.1051282051282051,6.437254661408957
x360,2010,action,Electronic Arts,T,1.3653846153846154,0.1054794520547945,1.8468308136791665
x360,2015,sports,Electronic Arts,E,1.6382978723404256,0.1155172413793103,2.5992384912832827
ps2,2003,action,Activision,M,2.333333333333333,0.4357142857142856,3.120269011118445
ps2,2006,action,Tecmo Koei,T,2.230769230769231,0.676923076923077,2.844956370176883
x,2006,racing,Electronic Arts,E10+,1.3692307692307693,0.1272727272727273,0.1030963176364472
x360,2011,sports,Thq,E,1.9444444444444444,0.4333333333333333,3.1802921808039937
pc,2011,role-playing,Electronic Arts,T,1.25,0.044776119402985,2.3127389738909825
wii,2009,shooter,Electronic Arts,E10+,5.076923076923077,0.6285714285714287,1.974491836438968
ps2,2008,sports,Electronic Arts,E,10.25,0.345,1.916299079906029
ps2,2005,sports,Electronic Arts,E,3.0,0.1357142857142857,3.916040797302828
pc,2009,simulation,Paradox Interactive,T,2.3225806451612905,0.0565891472868217,0.4988725621753944
gc,2008,shooter,Nintendo,T,1.1355932203389831,0.0764150943396226,2.029063143898746
xone,2016,sports,Electronic Arts,E,5.888888888888889,0.1283018867924528,2.844582784274188
ps2,2004,fighting,Virgin Interactive,T,3.55,0.2529411764705882,1.5500840739377546
psp,2010,sports,Sony Computer Entertainment,E,8.777777777777779,1.0571428571428572,1.6110180985474845
x360,2013,simulation,Konami Digital Entertainment,T,2.388888888888889,0.132,2.54981867015104
pc,2010,action,Electronic Arts,E,7.714285714285714,0.7555555555555555,0.3554028183173018
ps3,2011,action,Capcom,T,1.648648648648649,0.2724137931034482,1.87761405114908
ps2,2006,platform,Thq,E,7.888888888888889,0.1011235955056179,4.330921221006155
ds,2008,puzzle,Rising Star Games,E,4.166666666666667,0.8800000000000001,2.7157205539348706
x,2007,sports,Electronic Arts,E,3.75,0.7000000000000001,1.1814418018740005
ps3,2011,fighting,Electronic Arts,T,1.6382978723404256,0.181578947368421,0.1381421346778462
ps4,2017,adventure,Sony Computer Entertainment,M,1.878787878787879,0.1736842105263157,1.9057524983406935
ps2,2004,fighting,Ubisoft,T,3.5789473684210527,1.0,0.7001048386733151
x360,2008,action,Electronic Arts,T,1.0625,0.1265306122448979,2.935306587828786
ps2,2001,sports,Electronic Arts,E,4.086956521739131,0.1717391304347826,5.273672298789323
x360,2011,sports,Electronic Arts,E,1.7872340425531914,0.0475,5.123114108953062
ps2,2007,role-playing,Tecmo Koei,M,1.6538461538461535,0.0724137931034482,2.1615969179382497
ps3,2010,misc,Sony Computer Entertainment,T,3.095238095238096,0.4875,2.476462650778351
ps2,2006,misc,Codemasters,T,2.821428571428572,1.075,0.5188815389955016
x,2004,sports,Global Star,E,2.75,0.6071428571428571,2.7264583667023325
ps3,2013,sports,Electronic Arts,E,1.7450980392156863,0.0343347639484978,5.4887581468706665
gba,2002,racing,Thq,E,6.416666666666667,1.5,2.573398434729636
ps4,2016,role-playing,Nippon Ichi Software,T,2.363636363636364,0.1285714285714285,1.3727268920313906
ps3,2012,sports,Konami Digital Entertainment,E,1.8571428571428568,0.0881578947368421,1.993380313621424
x360,2009,platform,Activision,T,1.0327868852459017,0.1296296296296296,1.57225473910695
gc,2003,sports,Electronic Arts,E,6.230769230769231,0.8888888888888888,2.092952468914471
ds,2010,role-playing,Atlus,T,3.0,0.1113924050632911,2.008777946686324
wiiu,2017,action,Nordic Games,E10+,7.444444444444445,0.2028571428571428,0.0862491055373274
ps3,2012,sports,Electronic Arts,E,4.0,0.4928571428571429,2.562070039942775
wii,2012,role-playing,Rising Star Games,T,2.0588235294117645,0.3526315789473684,2.866813618615605
ps2,2006,fighting,Sega,T,3.1,0.1875,3.490458340817558
x,2007,shooter,Eidos Interactive,M,2.5357142857142856,0.3407407407407407,1.3671166531565018
ps4,2016,action,Activision,T,0.8979591836734694,0.0327272727272727,0.2579904915990343
wiiu,2014,action,Nintendo,M,1.1375,0.0067699836867862,3.177101476826904
gba,2008,role-playing,Nintendo,E10+,3.68,0.0435233160621761,2.2945093727237267
x,2006,fighting,Capcom,T,4.714285714285714,1.825,2.5705736061255755
x360,2013,sports,Ubisoft,E,2.28125,0.3,2.556117485524024
ps2,2008,sports,Sony Computer Entertainment,E,2.4375,0.7545454545454546,2.0723718154590447
ps3,2013,shooter,Activision,M,3.952380952380953,0.0057546145494028,13.838730767866023
wii,2012,action,D3Publisher,E10+,13.0,0.6666666666666666,1.906310105573981
ps2,2008,strategy,Tecmo Koei,T,5.461538461538462,0.85,2.505274363248195
x,2005,sports,Electronic Arts,E,2.3142857142857145,0.8099999999999999,1.8423906425847931
ps3,2013,action,Electronic Arts,M,1.375,0.0642857142857142,0.8365556467113715
wii,2008,sports,Electronic Arts,E,3.0,0.3181818181818182,0.0276882580036899
ps3,2012,fighting,Electronic Arts,M,1.6153846153846154,0.0768421052631578,1.4625803983603785
ps4,2014,action,Bethesda Softworks,M,1.1538461538461535,0.0059446254071661,1.4641204190400026
ps,2000,action,Atari,T,4.428571428571429,0.0827956989247311,4.802714747078179
ps3,2014,misc,Ubisoft,T,2.962962962962963,0.1596153846153846,2.021360223182788
psp,2006,puzzle,Ignition Entertainment,E,1.9230769230769231,0.3142857142857143,2.4653243734584147
ps3,2009,action,Konami Digital Entertainment,M,1.7317073170731707,0.0475862068965517,2.0798585137141417
ps3,2012,fighting,Thq,T,1.4482758620689655,0.1723404255319149,0.6000381646472469
x,2003,shooter,Acclaim Entertainment,M,2.72,0.7444444444444445,0.8532349299033815
gc,2005,action,Thq,E10+,9.571428571428571,0.9428571428571428,0.3126121970004193
pc,2015,shooter,Electronic Arts,M,1.5576923076923077,0.0016973125884016,2.1346408491105
ds,2007,action,Thq,E,2.147058823529412,0.2580645161290322,1.107673986572471
wii,2009,racing,Ubisoft,E10+,3.4166666666666665,0.28,0.7673254588187151
pc,2012,simulation,Focus Home Interactive,E,4.117647058823529,0.1461538461538461,2.3708676205313117
x360,2012,platform,Activision,E10+,2.8181818181818183,0.6888888888888889,0.7550467802063947
ps3,2016,action,Konami Digital Entertainment,M,1.3114754098360657,0.0105053191489361,0.2624220499089231
ps,2000,role-playing,Sony Computer Entertainment,T,6.333333333333333,0.8300000000000001,0.3045426417141973
ps2,2004,shooter,Lucasarts,T,2.03125,0.2515151515151515,3.5051559616896726
ps2,2005,shooter,Eidos Interactive,M,4.133333333333334,0.85,2.869181330937162
ps3,2010,action,Deep Silver,T,1.2727272727272727,0.19,1.1989191161349289
psv,2018,role-playing,Square Enix,E10+,15.4,0.1666666666666666,2.569202024887649
xone,2017,racing,Microsoft Game Studios,E,1.0,0.0119547657512116,4.59069611850073
ps2,2008,shooter,Eidos Interactive,T,2.230769230769231,0.7727272727272727,1.1602388621612525
ps3,2014,misc,Ubisoft,E10+,6.0,0.525,2.8615733281292317
ps2,2004,action,Konami Digital Entertainment,M,1.4074074074074074,0.0408376963350785,1.6870966693813712
ps2,2008,role-playing,Namco Bandai Games,T,3.5454545454545454,0.0770642201834862,2.806820732659818
3ds,2014,sports,Nintendo,E,1.1896551724137931,0.0621621621621621,3.109348089977594
x,2006,sports,Microsoft Game Studios,M,1.738095238095238,0.1659574468085106,2.4422899103211444
pc,2011,sports,Sega,E,1.8666666666666667,0.0459770114942528,0.1227454070277753
x360,2016,sports,Electronic Arts,E10+,2.7,0.0641304347826087,2.7002456229236467
x,2008,shooter,Ubisoft,M,1.8974358974358971,0.2357142857142857,1.2110668604462222
ps4,2015,action,Square Enix,M,0.9833333333333332,0.0217665615141955,0.3958505668384978
ps2,2002,shooter,Electronic Arts,M,4.666666666666667,0.6545454545454545,2.8847988036295846
ps2,2002,shooter,Bam! Entertainment,M,3.5,1.75,1.8802289532573448
xone,2019,sports,Electronic Arts,E,2.7666666666666666,0.1325581395348837,2.7653546198228423
psp,2006,action,Take-Two Interactive,M,1.72,0.0526315789473684,7.282933378317976
ps3,2010,action,Sony Computer Entertainment,T,1.3333333333333333,0.0034734133790737,7.061017448505288
ps3,2014,sports,Sony Computer Entertainment,E,3.782608695652174,0.1,2.30962492375014
pc,2012,action,Warner Bros. Interactive Entertainment,E10+,16.0,0.1911111111111111,2.8034252671302005
ps3,2010,action,Electronic Arts,E10+,1.9142857142857144,0.264,1.1939354116100405
ps3,2012,racing,Namco Bandai Games,T,3.6,0.2068965517241379,1.6506367643900002
x360,2013,shooter,Take-Two Interactive,M,0.6447368421052632,0.0096491228070175,0.2198391677827942
x360,2012,action,Microsoft Game Studios,T,0.83,0.0069707401032702,0.5919625052307007
ps,2001,action,Sony Computer Entertainment,T,3.642857142857143,0.1551020408163265,0.5979146497295806
gba,2004,racing,Nintendo,E,4.526315789473684,0.3652173913043478,1.5492577698405348
ps4,2015,action,Konami Digital Entertainment,M,1.0714285714285714,0.0047040971168437,3.478112819061512
xone,2014,sports,Electronic Arts,T,3.0434782608695654,0.0414473684210526,2.491813049037092
psp,2007,shooter,Thq,M,1.510204081632653,0.2766666666666666,2.14851234994646
ps2,2010,action,Vivendi Games,T,5.428571428571429,1.1333333333333333,1.6602594416826233
x,2003,role-playing,Mindscape,M,2.290322580645161,1.3666666666666665,2.0795651532731227
x360,2007,misc,Ubisoft,E,4.1875,0.3842105263157894,2.162906491344055
x,2004,racing,Electronic Arts,T,3.588235294117647,1.3833333333333335,2.93372530760668
ps2,2003,fighting,Sega,T,2.611111111111111,0.0952380952380952,2.820775854188999
psp,2010,fighting,Namco Bandai Games,T,1.5384615384615383,0.1377777777777777,0.8663540994603616
gba,2005,platform,Vivendi Games,E,3.571428571428572,0.246875,4.181844836473398
x,2005,action,Activision,E,2.7241379310344827,0.6818181818181818,3.987590163988054
pc,2015,racing,Slightly Mad Studios,E,1.7291666666666667,0.0166270783847981,1.8116251069274685
pc,2009,role-playing,Take-Two Interactive,M,1.7407407407407407,0.0032820097244732,2.8436498785036983
ps3,2013,action,Electronic Arts,E,2.652173913043478,1.04,2.3290186847027625
x360,2012,sports,Electronic Arts,E10+,1.7959183673469388,0.1084507042253521,0.8815610009253283
x,2005,misc,Infogrames,E,4.75,0.5,2.7039443263633696
wii,2009,platform,Sega,E10+,1.0588235294117647,0.0346733668341708,1.920562252806045
x,2003,sports,Electronic Arts,E,4.047619047619048,0.2096774193548387,0.037876307841825
x,2008,sports,Global Star,M,1.4666666666666666,1.2833333333333334,2.250220091838776
ps,2000,racing,Electronic Arts,E,6.142857142857143,0.3035714285714285,0.6856178694035093
gc,2002,action,Nintendo,E,1.2,0.0091095189355168,4.151787614723334
ps2,2000,role-playing,Sony Computer Entertainment,T,2.962962962962963,0.083,0.2848256217418879
pc,2010,role-playing,Dtp Entertainment,M,18.0,0.5533333333333333,1.4540608407116031
ps2,2007,fighting,Acclaim Entertainment,T,2.2916666666666665,0.8714285714285713,1.7765003352140836
wii,2009,shooter,Activision,T,1.6428571428571428,0.1098360655737705,4.546322734806337
wii,2006,sports,Electronic Arts,E,1.7317073170731707,0.1568181818181818,2.545177218499796
ps2,2004,action,Capcom,M,2.5405405405405403,0.0182012847965738,3.9749507010541327
ps3,2009,action,Activision,E10+,3.3043478260869565,0.4055555555555555,1.9421102079655344
ps3,2015,action,Ubisoft,M,2.4444444444444446,0.0095744680851063,5.378337783577651
ps3,2014,action,Tecmo Koei,T,1.8285714285714283,0.3,1.3134835735412942
x360,2012,shooter,Microsoft Game Studios,M,0.9479166666666666,0.0051655629139072,6.323656387038454
psp,2008,action,Sony Computer Entertainment,T,1.6590909090909092,0.6909090909090909,1.9356493195556783
ps3,2008,sports,Sega,E,2.2857142857142856,0.246875,2.908049109279244
ps3,2007,sports,Sony Computer Entertainment,E,2.625,0.63,3.002694589128647
wii,2014,platform,Thq,E10+,3.95,0.3115384615384615,2.911649248083112
wii,2008,simulation,Electronic Arts,E,3.941176470588236,0.5230769230769231,1.952170931832838
ps3,2011,action,Thq,M,1.64,0.0199481865284974,0.822938788257176
gc,2006,fighting,Konami Digital Entertainment,T,2.75,0.7,2.7920456369353026
ds,2008,platform,Konami Digital Entertainment,T,1.7115384615384617,0.0491329479768786,0.8430112337870159
pc,2008,strategy,Jowood Productions,E,8.285714285714286,0.131578947368421,0.3829292343082674
ds,2009,adventure,Rising Star Games,T,1.4545454545454546,0.3444444444444444,0.9258608883803604
x360,2009,role-playing,Activision,T,0.9733333333333334,0.0879518072289156,3.255389034366561
pc,2004,strategy,Vivendi Games,T,1.4705882352941178,0.0783018867924528,1.978913951883288
xone,2017,action,Warner Bros. Interactive Entertainment,M,2.8461538461538463,0.0201030927835051,4.044189064470793
pc,2006,simulation,Ubisoft,T,4.0625,0.2705882352941176,1.683441754443312
pc,2013,role-playing,Bethesda Softworks,M,2.1538461538461537,0.0030946383591219,2.5055802091626584
gc,2007,adventure,Thq,E,5.714285714285714,0.5222222222222223,3.020141203209797
psp,2010,action,Sony Computer Entertainment,M,1.178082191780822,0.0328125,3.8749895315210106
ds,2010,role-playing,Square Enix,E10+,1.818181818181818,0.158,0.7194630322112104
x360,2010,action,Activision,T,1.1929824561403508,0.0988505747126436,1.518029985532722
x360,2012,action,Capcom,M,2.40625,0.0903225806451613,1.3017031939178336
gc,2005,misc,Electronic Arts,E,6.5,1.56,2.7640258891532
xone,2019,action,Ubisoft,M,2.851851851851852,0.0321608040201005,0.2690672836527489
wii,2009,shooter,Nintendo,T,1.4516129032258065,0.0180894308943089,3.2048998120618206
pc,2009,action,Vivendi Games,M,4.055555555555555,0.131578947368421,0.0028438757018098
x360,2006,sports,Electronic Arts,E,1.4814814814814814,0.0405405405405405,2.212590912321197
ps2,2005,sports,Electronic Arts,E,2.333333333333333,0.4349999999999999,0.361019742234539
x,2004,racing,Codemasters,E,3.44,0.5285714285714286,2.514403742094004
ps2,2003,action,Midway Games,M,2.4285714285714284,1.1666666666666667,2.6437828398207524
x,2007,racing,Zoo Digital Publishing,T,7.333333333333333,0.6555555555555556,2.621927969227325
ps2,2007,platform,Activision,E10+,2.0,0.86,0.1059402208631069
psp,2007,action,Take-Two Interactive,M,4.6,0.2131578947368421,0.533410068917175
ps2,2006,shooter,Electronic Arts,T,2.2666666666666666,0.076,5.479800183569081
3ds,2012,action,Electronic Arts,E10+,7.222222222222222,0.2307692307692307,1.968474217946614
wii,2009,action,Eidos Interactive,T,5.833333333333333,0.36,1.4410565889800726
ps3,2014,misc,Sega,T,7.3,0.0777777777777777,0.0755707718990476
ps3,2014,action,Warner Bros. Interactive Entertainment,E10+,3.727272727272727,0.1012987012987012,4.042194113028827
x360,2013,sports,Electronic Arts,E10+,1.5357142857142858,0.0958904109589041,0.7387904350462496
ps2,2002,racing,Thq,E,7.714285714285714,0.44375,2.9618463850670063
ps4,2016,action,Square Enix,M,1.738095238095238,0.0157384987893462,2.261508881226276
psv,2016,action,Namco Bandai Games,T,19.0,0.3705882352941176,1.6368322932603996
ps3,2016,sports,Tru Blu Entertainment,E,14.6,0.125,1.4780602242723755
x,2007,racing,Take-Two Interactive,E10+,1.5849056603773586,0.185,2.2781459963063124
ps2,2005,misc,Ubisoft,E,8.777777777777779,0.5615384615384615,0.3625717005467751
wii,2012,action,Nintendo,E,3.333333333333333,0.2592592592592592,3.61940518755957
ps2,2002,racing,Electronic Arts,E,7.363636363636363,0.64,1.3915359905328812
ps3,2009,sports,Sony Computer Entertainment,E,3.333333333333333,0.1327868852459016,1.859091965398982
ps3,2014,racing,Codemasters,E,4.1,0.0379310344827586,1.0327281750583102
gba,2007,platform,Nintendo,E,3.6666666666666665,1.2,3.2835924815694764
ps4,2016,role-playing,Aksys Games,T,5.307692307692308,0.3809523809523809,2.192398641444471
psv,2014,adventure,Pqube,M,5.1875,0.1057471264367816,0.3834478934446587
psp,2011,shooter,Electronic Arts,M,4.454545454545454,0.1875,2.7834358948405864
psp,2008,role-playing,Sony Computer Entertainment,T,1.894736842105263,0.3947368421052631,0.1950007673902022
ps2,2004,role-playing,Enterbrain,E,7.222222222222222,0.1142857142857143,2.742015106843364
psv,2016,role-playing,Namco Bandai Games,T,2.392857142857143,0.0575757575757575,1.7360552177503896
x360,2012,action,Electronic Arts,M,0.9027777777777778,0.115,3.1235411000281963
ps,2001,sports,Electronic Arts,E,10.125,1.28,3.0830136905235586
